1977.74.12,object/id/1977_74_12
1983.90.1,object/id/1983_90_1
1977.66.79,object/id/1977_66_79
1971.155,object/id/155
1971.154,object/id/154
1935.13.14,object/id/1935_13_14
1974.58,object/id/1974_58
1978.77.1,object/id/1978_77_1
1935.13.13,object/id/1935_13_13
1935.13.12,object/id/1935_13_12
1981.129.9,object/id/1981_129_9
1970.267,object/id/267
1970.268,object/id/268
1971.434,object/id/1971_434
1971.156,object/id/156
1916.6.46,object/id/1916_6_46
1916.6.38,object/id/1916_6_38
1916.6.39,object/id/1916_6_39
1916.6.49,object/id/1916_6_49
1916.6.45,object/id/1916_6_45
1916.6.40,object/id/1916_6_40
1916.6.37,object/id/1916_6_37
1916.6.42,object/id/1916_6_42
1916.6.41,object/id/1916_6_41
1916.6.50,object/id/1916_6_50
1971.24,object/id/1971_24
1976.108.17,object/id/1976_108_17
1977.43.2,object/id/1977_43_2
1971.381,object/id/1971_381
1971.38,object/id/38
1988.15.16,object/id/1988_15_16
1973.186,object/id/1973_186
1971.7,object/id/7
1983.5,object/id/1983_5
1986.92.2,object/id/1986_92_2
1981.25,object/id/25
1968.88.1,object/id/1968_88_1
1981.129.11,object/id/1981_129_11
1974.28.334,object/id/1974_28_334
1979.98.25,object/id/1979_98_25
1974.28.3,object/id/1974_28_3
1966.64.5,object/id/1966_64_5
1974.28.2,object/id/1974_28_2
1965.18.30,object/id/1965_18_30
1979.98.22,object/id/1979_98_22
1966.75,object/id/1966_75
2008.31,object/id/31
1979.98.24,object/id/1979_98_24
1982.41.1,object/id/1982_41_1
1977.55,object/id/1977_55
1979.53.2,object/id/1979_53_2
1968.14,object/id/14
1961.2.1,object/id/1961_2_1
1953.7.5,object/id/1953_7_5
1975.83.101,object/id/1975_83_101
1966.17,object/id/1966_17
1974.126,object/id/126
1988.29.5,object/id/1988_29_5
1988.29.3,object/id/1988_29_3
2004.24A-F,object/id/2004_24A-F
1977.49,object/id/49
1986.61,object/id/61
1967.132.4,object/id/1967_132_4
1974.28.4,object/id/1974_28_4
1971.447.6,object/id/1971_447_6
1971.447.5,object/id/1971_447_5
1945.6.2,object/id/1945_6_2
1997.124.51,object/id/1997_124_51
1997.124.50,object/id/1997_124_50
1997.124.49,object/id/1997_124_49
1979.101,object/id/1979_101
1976.98.1,object/id/1976_98_1
1952.13.72,object/id/1952_13_72
1968.53.6,object/id/1968_53_6
1967.54.4,object/id/1967_54_4
1967.14.18,object/id/1967_14_18
XX116,object/id/116
1935.13.505,object/id/1935_13_505
1987.51.4,object/id/1987_51_4
1986.65.162,object/id/1986_65_162
1994.105.2,object/id/1994_105_2
1987.51.9,object/id/1987_51_9
1987.51.15,object/id/1987_51_15
1987.51.7,object/id/1987_51_7
1987.51.14,object/id/1987_51_14
1987.51.8,object/id/1987_51_8
1987.51.12,object/id/1987_51_12
1987.51.2,object/id/1987_51_2
1994.105.3,object/id/1994_105_3
1987.51.6,object/id/1987_51_6
1941.6.2,object/id/1941_6_2
1986.57.2,object/id/1986_57_2
1983.63.79,object/id/1983_63_79
1984.126.4,object/id/1984_126_4
1974.28.60,object/id/1974_28_60
1971.84.114,object/id/1971_84_114
1976.18.9,object/id/1976_18_9
1971.84.92,object/id/1971_84_92
1987.52.2,object/id/1987_52_2
1965.41.1,object/id/1965_41_1
1973.59,object/id/59
1976.18.8,object/id/1976_18_8
1976.108.158,object/id/1976_108_158
1976.18.1,object/id/1976_18_1
1976.108.15,object/id/1976_108_15
1976.18.4,object/id/1976_18_4
1976.18.7,object/id/1976_18_7
1986.93,object/id/93
1976.18.2,object/id/1976_18_2
1965.41.2,object/id/1965_41_2
1979.33.6,object/id/1979_33_6
1979.33.8,object/id/1979_33_8
1979.33.2,object/id/1979_33_2
1971.447.7,object/id/1971_447_7
1981.154.14,object/id/1981_154_14
1929.6.8,object/id/1929_6_8
XX56,object/id/XX56
1967.72.44,object/id/1967_72_44
1967.72.43,object/id/1967_72_43
1979.53.5,object/id/1979_53_5
1974.91,object/id/1974_91
1994.110.2.10,object/id/1994_110_2_10
1970.255,object/id/255
1964.1.33,object/id/1964_1_33
1971.266.2,object/id/1971_266_2
1984.124.30,object/id/1984_124_30
1968.52.15,object/id/1968_52_15
1972.131,object/id/1972_131
1986.80.2,object/id/1986_80_2
1986.80.1,object/id/1986_80_1
1962.8.33,object/id/1962_8_33
1965.18.99,object/id/1965_18_99
1941.6.6,object/id/1941_6_6
1941.6.5,object/id/1941_6_5
1929.6.4,object/id/1929_6_4
1929.7.53,object/id/1929_7_53
1978.168.13,object/id/1978_168_13
1972.74.6,object/id/1972_74_6
1972.74.15,object/id/1972_74_15
1972.74.48,object/id/1972_74_48
1972.74.31,object/id/1972_74_31
1972.74.28,object/id/1972_74_28
1972.74.27,object/id/1972_74_27
1972.74.21,object/id/1972_74_21
1972.74.12,object/id/1972_74_12
1972.74.11,object/id/1972_74_11
1972.74.14,object/id/1972_74_14
1972.74.10,object/id/1972_74_10
1972.74.35,object/id/1972_74_35
1972.74.7,object/id/1972_74_7
1972.74.1,object/id/1972_74_1
1935.13.6,object/id/1935_13_6
1967.72.1,object/id/1967_72_1
1967.72.3,object/id/1967_72_3
1962.8.76,object/id/1962_8_76
1967.72.4,object/id/1967_72_4
1976.90.2,object/id/1976_90_2
1967.72.2,object/id/1967_72_2
1973.72.2,object/id/1973_72_2
1973.72.4,object/id/1973_72_4
1973.72.1,object/id/1973_72_1
1973.72.3,object/id/1973_72_3
1991.179.1,object/id/1991_179_1
1986.57.1,object/id/1986_57_1
1983.63.20,object/id/1983_63_20
1976.12,object/id/12
1982.22,object/id/1982_22
1979.132.1,object/id/1979_132_1
1967.77.1,object/id/1967_77_1
1973.74.2,object/id/1973_74_2
1967.34.1,object/id/1967_34_1
1969.178.6,object/id/1969_178_6
1969.178.4,object/id/1969_178_4
1979.144.80,object/id/1979_144_80
1941.6.4,object/id/1941_6_4
1941.6.3,object/id/1941_6_3
1977.79,object/id/1977_79
1961.11.10,object/id/1961_11_10
1958.11.20,object/id/1958_11_20
1971.458,object/id/1971_458
1958.11.21,object/id/1958_11_21
1958.11.27,object/id/1958_11_27
1977.47.162,object/id/1977_47_162
1977.47.139,object/id/1977_47_139
1977.47.141,object/id/1977_47_141
1977.47.37,object/id/1977_47_37
1977.47.155,object/id/1977_47_155
1977.47.165,object/id/1977_47_165
1977.47.154,object/id/1977_47_154
1977.47.160,object/id/1977_47_160
1977.47.147,object/id/1977_47_147
1977.47.169,object/id/1977_47_169
1977.47.156,object/id/1977_47_156
1977.47.157,object/id/1977_47_157
1977.47.173,object/id/1977_47_173
1977.47.159,object/id/1977_47_159
1977.47.167,object/id/1977_47_167
1977.47.142,object/id/1977_47_142
1977.47.166,object/id/1977_47_166
1977.47.140,object/id/1977_47_140
1964.1.169,object/id/1964_1_169
1974.38.92,object/id/1974_38_92
1968.52.7,object/id/1968_52_7
